User Query,Attribute Path,Path Length
"Should I apply for assistance now with my current information or wait until I move out, and should I focus on paying my loans first or moving out first?","['Emotional State', 'Economic Status', 'Age', 'Marital Status', 'Mental Health Status']",5
"How do you manage to make dinners after a long day at work? Is meal prep something we should consider? What sort of groceries should we look into stocking? Also, if you have any I would love some recipes!",['Profession'],1
How can I improve my decision-making and financial literacy to avoid the mistakes I've made in the past?,"['Economic Status', 'Education Level']",2
How can I manage work and life when I'm too exhausted to do anything after work?,"['Emotional State', 'Mental Health Status', 'Profession']",3
How many other millennials or people new to adulting feel frustrated about office jobs?,"['Profession', 'Mental Health Status', 'Education Level', 'Age', 'Emotional State']",5
"Where should I move if I want a low cost of living, good public transit, counseling jobs, and access to parks and activities?","['Economic Status', 'Profession', 'Age', 'Emotional State']",4
What are the consequences of breaking my lease and how should I do it?,"['Economic Status', 'Age', 'Emotional State', 'Marital Status', 'Mental Health Status']",5
"Do I take this leap of faith and move with my boyfriend, or do I do the safe thing and wait it out?","['Marital Status', 'Emotional State', 'Age', 'Mental Health Status', 'Past Self-Harm History', 'Profession', 'Economic Status']",7
Could someone provide me with some answers?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level', 'Economic Status']",6
"What are tips in balancing work, school, and home, let alone yourself in all that?","['Emotional State', 'Profession']",2
How to convince controlling parents that I could do my own adulting?,"['Age', 'Emotional State', 'Education Level']",3
"What steps should I take to successfully move out and manage my finances, given my current situation?","['Economic Status', 'Profession']",2
Where should I begin to address my life issues?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status']",4
Has anyone had luck with online jobs or side hustles that can be done from home?,"['Profession', 'Economic Status', 'Education Level', 'Emotional State']",4
How do I set myself up over the next few months so I can live on my own by August?,"['Age', 'Economic Status', 'Education Level']",3
Is there anything I should know about the process of leaving/starting something new?,"['Emotional State', 'Profession', 'Mental Health Status', 'Education Level', 'Health Status']",5
How can I increase my chances of getting into a 4-year college at age 26?,"['Education Level', 'Age', 'Economic Status']",3
Why am I experiencing intense back pain despite having an ergonomic workstation and being active at 23?,"['Health Status', 'Age', 'Profession']",3
How can I manage my finances better to avoid wasting money on unnecessary expenses?,"['Economic Status', 'Profession']",2
"Any advice to help me learn how to be motivated enough to be self-sustaining, and make more of an effort to get moving?","['Emotional State', 'Mental Health Status']",2
How do people make friends as adults?,"['Age', 'Education Level', 'Profession', 'Emotional State']",4
When do I start to feel like an adult?,"['Age', 'Education Level', 'Emotional State', 'Mental Health Status']",4
Does anyone ever feel like they are doing really well at adulting and then all of a sudden they realize that they actually suck at this adulting and everything is falling apart?,[],0
Where do you shop for cute but professional outfits suitable for a hot climate?,"['Profession', 'Education Level', 'Economic Status']",3
Have anyone ever been in my shoes before? And is there any advice you can give me?,"['Emotional State', 'Past Self-Harm History', 'Age', 'Mental Health Status']",4
What the hell is insurance and how do I get some?,"['Economic Status', 'Profession', 'Health Status', 'Education Level', 'Emotional State']",5
Why is it not more common for parents to accept that their child has a medical issue?,"['Emotional State', 'Mental Health Status', 'Education Level', 'Age']",4
Is it so horrible if I don't go visit my dying grandmother?,[],0
Do I have any legal rights or insurance claims regarding construction dust in my apartment?,"['Profession', 'Health Status', 'Economic Status', 'Mental Health Status', 'Age']",5
How can I talk to my mom about needing more privacy and space without causing conflict?,"['Emotional State', 'Age']",2
"How much money would I make working at KFC in Florida, and can you give an estimate of my bi-weekly or monthly pay?","['Economic Status', 'Emotional State', 'Profession', 'Age', 'Health Status']",5
How can I dig myself out of this shithole of just feeling bad constantly?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
What should I do about the job offer that doesn't pay well and is temporary but important for my career?,"['Profession', 'Economic Status', 'Emotional State']",3
How can I create a credible workable plan to go back home and continue my education without ending up in a worse situation?,"['Economic Status', 'Education Level', 'Emotional State']",3
What do you guys think?,"['Mental Health Status', 'Age', 'Past Self-Harm History', 'Profession']",4
Is there a loan forgiveness thing I can do to lessen my loan repayments or something?,"['Economic Status', 'Profession', 'Education Level', 'Age', 'Mental Health Status']",5
How should I proceed with my employer not providing the health insurance they promised?,"['Health Status', 'Emotional State', 'Economic Status', 'Mental Health Status']",4
What specific steps should I take to start adulting and gain independence?,"['Age', 'Education Level', 'Mental Health Status']",3
What's the best way to study for the CompTIA A+ certification so I actually make some tangible progress?,"['Education Level', 'Profession', 'Mental Health Status', 'Emotional State']",4
Is buying my first house considered an adulting win?,"['Age', 'Economic Status']",2
"Should I meet in the middle and work towards becoming a legal academic, or am I just better off staying with the job goal of solicitor?",['Profession'],1
What is my best opportunity for moving out and starting my own life while continuing my education and saving money?,"['Economic Status', 'Education Level']",2
How do I even begin to recover?,['Emotional State'],1
What can I do to make friends and enjoy life despite not being able to afford a fancy social life?,['Economic Status'],1
What should I do about my college situation given my mental health and job prospects?,"['Education Level', 'Profession', 'Economic Status', 'Mental Health Status']",4
"What does a normal, healthy adult routine look like to stop binge eating and feel relaxed and happy?","['Emotional State', 'Health Status', 'Past Self-Harm History', 'Age']",4
What should I know before using an employment agency?,"['Economic Status', 'Profession', 'Emotional State', 'Education Level', 'Health Status']",5
Is it too late for me to shift careers and study for 5 more years?,"['Emotional State', 'Economic Status', 'Age']",3
"What are the best health insurance options in Tennessee, considering a budget of $80 to $100 a month, and what should be considered when choosing one?",['Economic Status'],1
How can I start adulting and take steps to prepare for having children?,"['Age', 'Education Level', 'Mental Health Status']",3
Are there any hacks to make things easier?,"['Mental Health Status', 'Past Self-Harm History', 'Profession', 'Age', 'Emotional State', 'Education Level']",6
Who is an appropriate lease guarantor if my parents are not an option?,"['Economic Status', 'Emotional State', 'Age', 'Marital Status', 'Education Level']",5
Does anybody feel left behind by their married friends?,"['Marital Status', 'Emotional State', 'Mental Health Status']",3
How do you remain positive and keep adulting when life is stressful and falling apart?,"['Emotional State', 'Mental Health Status']",2
Any and all adulting advice is welcomed,"['Age', 'Mental Health Status']",2
Is it as hard as I think it is to work and go to school while living without parents' financial help?,['Economic Status'],1
Has anyone else experienced anything similar? Is this what being a workaholic is? Am I stuck in 'fight or flight' mentality?,"['Emotional State', 'Mental Health Status']",2
Does anyone have good life advice?,['Emotional State'],1
Any tips for becoming self sufficient?,"['Emotional State', 'Economic Status', 'Profession', 'Health Status', 'Education Level']",5
How can we change this mentality and become a bit more positive?,"['Mental Health Status', 'Emotional State', 'Profession', 'Past Self-Harm History']",4
Any advice on how to manage financially as a teacher with student loans and a low salary?,['Economic Status'],1
What can I do to be more grateful for what I have and more inspired and happy in my current job? Am I entering into a midlife crisis or am I really depressed?,['Emotional State'],1
Should I get an apartment or buy a house given my current situation?,['Economic Status'],1
"Is it okay to get engaged and still be living at home? Should we move in together first? Should we move in while engaged, or completely get married first? Are we just too young?","['Marital Status', 'Age', 'Emotional State']",3
How can I offer support to friends who are not doing okay mentally and emotionally when I am stressed myself?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age', 'Profession']",5
How can I manage my first-time rent payments?,"['Economic Status', 'Age', 'Profession', 'Education Level']",4
Does anyone else experience anything similar?,"['Emotional State', 'Past Self-Harm History', 'Health Status']",3
What career options should I consider with a BA in Communication and Political Science if I'm not interested in marketing or digital work?,"['Profession', 'Education Level', 'Economic Status', 'Emotional State']",4
How do I stop this laziness and uselessness that is me?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Education Level', 'Profession']",6
How can I manage the high expectations and work stress in my first graduate job while improving communication with my boss?,"['Profession', 'Emotional State']",2
What are the pros and cons of moving out of my mom's house?,"['Age', 'Emotional State', 'Education Level', 'Profession', 'Economic Status']",5
Can someone with lots of work experience look over my resume?,['Profession'],1
How can my girlfriend prove her residency in Washington to get a license?,"['Age', 'Marital Status', 'Economic Status']",3
How can I overcome my fear of phone calls?,"['Emotional State', 'Past Self-Harm History', 'Age', 'Health Status']",4
How can I manage procrastination caused by anxiety and depression?,"['Mental Health Status', 'Emotional State', 'Profession']",3
Do I need to get over this new 'adulting' job or will my anxiety get the best of me every time?,"['Emotional State', 'Mental Health Status', 'Age', 'Health Status', 'Profession']",5
"Once you buy a home and budget yourself in your career, how do you 'start over' just for the material? Does adulting ever get easier?",['Economic Status'],1
How can I maintain the habit of cleaning regularly?,"['Age', 'Profession', 'Mental Health Status', 'Education Level', 'Emotional State']",5
How can I afford to move out at 18 while attending community college?,"['Economic Status', 'Age']",2
How do we do the rental process with no car to go to the office?,"['Age', 'Profession', 'Economic Status', 'Emotional State', 'Mental Health Status']",5
Any advice for moving out as a young mom and how to keep my mom from hating/disowning me over this?,"['Age', 'Mental Health Status', 'Emotional State', 'Marital Status']",4
How can I manage my life and self-care when I'm too depressed to function?,"['Emotional State', 'Past Self-Harm History', 'Health Status']",3
Is it realistic for me to move out of my parents' house by sophomore year while saving enough for 6 months of living expenses?,"['Economic Status', 'Age']",2
How do I get health insurance given my current income and situation?,"['Health Status', 'Economic Status']",2
How do I get rid of more stuff now when I've already decided I can't get rid of them?,['Emotional State'],1
"Is it possible for someone without a college education to make decent money by working from home, and where do you find legit opportunities like that?",['Education Level'],1
How can I get access to health insurance without killing my bank account?,"['Economic Status', 'Health Status']",2
How do I know/decide what I want to be?,"['Profession', 'Emotional State', 'Education Level', 'Mental Health Status', 'Age']",5
What is the best way to ask for a raise?,"['Profession', 'Economic Status', 'Mental Health Status', 'Emotional State']",4
How do I make the most of my insurance before it ends?,"['Economic Status', 'Profession', 'Age', 'Health Status']",4
Why is my credit score of 646 not enough to qualify for an apartment when the requirement is 680?,"['Economic Status', 'Profession']",2
What kind of things should I be mindful of or add to my daily routine to make living alone easier?,"['Emotional State', 'Health Status']",2
Does anyone have any sort of advice on what I should do?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Economic Status']",5
"Is there anybody else here who has successfully been through this? If so, what did y’all do? And does anyone know what kind of utility is possible for me to get in order to provide 'proof'?",['Past Self-Harm History'],1
"What is the process to start leasing a new car, and should I buy a car with a loan or is it cheaper to lease? Also, are leasing and financing different?",['Economic Status'],1
Does being away from friends and family get easier?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History', 'Age']",5
How can I find motivation and direction for starting a business?,"['Education Level', 'Profession', 'Mental Health Status', 'Emotional State']",4
How can I better manage my budgeting and anxiety related to finances and professional requirements?,"['Economic Status', 'Profession']",2
Does anyone have any wisdom they can share with me before I hurl all over my car?,['Emotional State'],1
How can I manage feeling drained after work while not enjoying unemployment?,"['Profession', 'Health Status']",2
How can I improve my financial situation and get out of poverty?,"['Economic Status', 'Profession', 'Education Level', 'Age']",4
How can I effectively search for a new job and improve my career prospects without relying on networking?,"['Profession', 'Education Level', 'Economic Status']",3
What are some actual ways to distract my focus from relationships?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
What can I do to help pay for college in addition to student loans and how can I balance work and my social life?,"['Economic Status', 'Education Level']",2
"What should I study if I go back to school online, considering I don't want to end up with more debt and the same kind of jobs?","['Economic Status', 'Profession', 'Education Level']",3
Can I pursue a career in bartending if I don't drink alcohol due to having an addictive personality?,"['Emotional State', 'Profession', 'Mental Health Status']",3
Should I commit to college or work on my health for a second chance?,"['Education Level', 'Health Status']",2
What can I do if I'm tired of being a nurse and feeling overwhelmed by responsibilities?,"['Profession', 'Emotional State']",2
What else can I do for a career that would make about the same amount of money as I currently make in healthcare?,"['Profession', 'Economic Status']",2
Can you share a story about overcoming a rocky beginning to adulthood or a challenging first job to help put my situation into perspective?,"['Age', 'Past Self-Harm History', 'Mental Health Status', 'Emotional State', 'Profession']",5
How can I cope with my anxiety and depression about living on my own and starting a new job?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
How do I ask my boss to do something different because I loathe my current tasks?,"['Emotional State', 'Mental Health Status', 'Profession']",3
What kind of small appreciation gift should I give to our leasing agent when I don't know them very well?,"['Age', 'Profession', 'Economic Status', 'Emotional State']",4
