User Query,Attribute Path,Path Length
How do I get over this feeling of regret for not having fun in college?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Marital Status', 'Profession', 'Economic Status', 'Health Status', 'Age', 'Past Self-Harm History', 'Gender']",10
"How can I cope with feeling overwhelmed and burnt out while balancing work, classes, and my personal life?","['Education Level', 'Profession', 'Mental Health Status']",3
"Is $8,315 per year too much for a BS in Education (elementary), and is $17,315 reasonable including living expenses?","['Economic Status', 'Education Level']",2
Are there programs where I am able to take out loans to cover the full cost of my schooling even if my credit is not good and my parents don't qualify for Parent PLUS loans?,['Education Level'],1
How can I move past my own insecurities and let myself relax a little?,"['Emotional State', 'Mental Health Status']",2
Am I being too self-conscious about receiving packages?,"['Emotional State', 'Mental Health Status', 'Education Level', 'Economic Status', 'Past Self-Harm History']",5
Anyone have any advice for managing a full load of courses especially with health problems?,['Health Status'],1
How can I better manage my situation as a music major living off-campus?,"['Education Level', 'Economic Status']",2
Should I move out for the last 6 months or should I just keep living at parents' house till I graduate?,"['Age', 'Education Level', 'Economic Status']",3
How do you cope with feeling out of place and anxious in a new university environment?,"['Emotional State', 'Education Level', 'Mental Health Status']",3
Any tips on managing full time school with working basically full time?,['Education Level'],1
Is pursuing a business admin/management degree the right type of degree for a career in the culinary world?,"['Education Level', 'Profession']",2
"Is it worth going back to college at 29 for CIS/MIS, or should I try to advance myself through other means like a sales job?","['Education Level', 'Age', 'Profession']",3
Do I have any options if my private student loan gets denied because my cost of attendance is maxed out?,['Economic Status'],1
How can I manage feeling behind and struggling to keep up with college coursework?,"['Education Level', 'Emotional State']",2
How can I resume with the Dean or go over her head to the president about my situation in the welding program?,"['Profession', 'Education Level', 'Emotional State', 'Economic Status', 'Marital Status', 'Mental Health Status']",6
What advice can you give me to speak with my advisor?,"['Education Level', 'Emotional State', 'Profession']",3
"If I pursued a career in Engineering but went back to IT, could that hurt my career outlook?",['Profession'],1
Do you have any tips for managing a rigorous course load while trying to make friends in university?,['Education Level'],1
Do you have any other suggestions for dealing with missing assignments?,"['Education Level', 'Emotional State', 'Mental Health Status', 'Economic Status', 'Past Self-Harm History', 'Age', 'Profession', 'Marital Status', 'Gender', 'Health Status']",10
Any suggestions on how to manage the demands of school these next few weeks while keeping my husband ok?,"['Emotional State', 'Education Level', 'Marital Status']",3
How can I manage my situation after being a college dropout?,"['Education Level', 'Profession', 'Mental Health Status', 'Emotional State', 'Economic Status']",5
How can I become more social and meet new people as a college junior?,"['Education Level', 'Age', 'Profession']",3
How can I still make my dream of pursuing computer science and med school come true given my financial and credit transfer issues?,"['Education Level', 'Economic Status', 'Profession', 'Mental Health Status', 'Emotional State']",5
Does anyone have any advice on how to motivate my girlfriend to do her homework?,"['Education Level', 'Emotional State', 'Marital Status']",3
Is it feasible and worth it to dual-enroll in a community college and a technical school for plumbing?,"['Education Level', 'Age', 'Economic Status', 'Profession']",4
Should I even go to college?,"['Education Level', 'Economic Status', 'Profession', 'Age', 'Emotional State', 'Mental Health Status', 'Health Status']",7
Is it worth it to take a semester off after I finish classes this summer? Or is it better just to push through?,"['Emotional State', 'Education Level', 'Economic Status', 'Health Status']",4
Has anyone else experienced something like this?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
Should I transfer to another school?,"['Education Level', 'Emotional State']",2
How can I manage my stress and focus on my school work?,['Education Level'],1
How can I find motivation and gain experience to secure a job after graduation?,"['Education Level', 'Profession']",2
Am I justified in asking for an incomplete in the course?,"['Emotional State', 'Education Level', 'Profession', 'Age', 'Mental Health Status', 'Economic Status', 'Health Status', 'Past Self-Harm History', 'Marital Status', 'Gender']",10
How did you narrow your choice for which degree to pursue in college?,"['Education Level', 'Profession']",2
Should I try for an internship or just buckle down on classes and keep selling stuff?,"['Education Level', 'Economic Status', 'Profession', 'Age', 'Emotional State', 'Mental Health Status', 'Health Status', 'Gender', 'Marital Status', 'Past Self-Harm History']",10
Does it get better?,"['Emotional State', 'Mental Health Status', 'Education Level', 'Past Self-Harm History', 'Age', 'Economic Status']",6
How can I cope with my anxiety about starting adulthood and my new job?,"['Education Level', 'Emotional State', 'Economic Status']",3
Are scholarships available for adults who are not students? When is 'scholarship season'?,"['Education Level', 'Economic Status', 'Age', 'Profession']",4
Should I go back to working full time and ignore my family's wishes or choose a path for school even if it doesn't interest me?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Economic Status', 'Profession', 'Marital Status', 'Health Status', 'Age', 'Past Self-Harm History']",9
Is it even worth the debt for someone in my situation to try to get a degree?,"['Economic Status', 'Education Level', 'Mental Health Status', 'Emotional State', 'Age', 'Profession', 'Health Status']",7
"What do you think would be the smartest choice for my future: finishing my Physics major, starting Philosophy, or leaving the country?","['Education Level', 'Profession', 'Emotional State', 'Economic Status', 'Age', 'Mental Health Status', 'Health Status', 'Marital Status', 'Gender', 'Past Self-Harm History']",10
Is it worth it to go through my savings in order to obtain a STEM degree?,"['Education Level', 'Economic Status', 'Profession']",3
Does happiness or mental health matter if you're getting a good education?,"['Education Level', 'Mental Health Status']",2
How do you deal with extreme test anxiety?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Profession', 'Economic Status']",5
Can I get some advice on whether I should drop my CS class and become a Math major?,"['Education Level', 'Mental Health Status', 'Emotional State', 'Profession', 'Economic Status', 'Age', 'Health Status', 'Marital Status', 'Gender', 'Past Self-Harm History']",10
What should I do if I am on the verge of a mental breakdown due to failing my college courses and fear losing my girlfriend?,"['Mental Health Status', 'Education Level', 'Emotional State', 'Economic Status']",4
How can I manage my workload and avoid burnout during finals week?,['Education Level'],1
Has anyone had success with a BA in English to get a decent job?,"['Education Level', 'Profession']",2
Should I remain a full-time student while living at home or move out and take longer to graduate?,"['Economic Status', 'Education Level']",2
What should I do to become a probation officer?,"['Education Level', 'Profession', 'Emotional State', 'Age', 'Economic Status', 'Mental Health Status']",6
How will my past academic failures and personal responsibilities affect my eligibility to return to school and obtain financial aid through FAFSA?,"['Education Level', 'Economic Status', 'Age']",3
"Am I being realistic, or just lazy?","['Emotional State', 'Education Level', 'Economic Status', 'Profession', 'Mental Health Status', 'Marital Status', 'Health Status', 'Age']",8
Does anyone really have a good structured schedule? Any words of advice?,"['Emotional State', 'Education Level', 'Profession']",3
What do I do about my roommate who keeps bringing different girls into our dorm?,"['Mental Health Status', 'Emotional State', 'Economic Status', 'Profession', 'Marital Status', 'Education Level', 'Age', 'Gender', 'Health Status', 'Past Self-Harm History']",10
Should I transfer to the University of Cincinnati despite my history of depression?,"['Mental Health Status', 'Education Level', 'Emotional State', 'Economic Status', 'Profession', 'Health Status', 'Age', 'Marital Status', 'Past Self-Harm History', 'Gender']",10
How can I make community college work while working full-time?,"['Education Level', 'Economic Status', 'Emotional State']",3
"Am I screwed for life if I'm almost finished with my first semester at University as part-time student with a 2.9 starting GPA, taking only two courses and already failing one of them?",['Education Level'],1
What are my options for finding scholarships and deciding if I should re-enroll or reapply at my current community college given my situation?,['Education Level'],1
Why would a college set up a nursing course with 8 classes in the first semester?,['Education Level'],1
Is there anyone else out there who has had their whole future riding on one exam? I would really like to hear some positive stories!,"['Education Level', 'Emotional State', 'Age', 'Profession', 'Mental Health Status', 'Economic Status', 'Gender', 'Marital Status', 'Health Status', 'Past Self-Harm History']",10
"What can I do to change my current situation, and should I drop out and work for a year?","['Education Level', 'Profession', 'Economic Status']",3
Should I explore other safer opportunities than the company's education reimbursement plan?,"['Profession', 'Economic Status', 'Education Level', 'Mental Health Status', 'Emotional State', 'Age', 'Health Status']",7
Should I stay with my current university or transfer to a cheaper college?,['Education Level'],1
What should I do with my life?,"['Education Level', 'Emotional State', 'Profession', 'Mental Health Status', 'Economic Status', 'Age', 'Marital Status', 'Health Status', 'Past Self-Harm History', 'Gender']",10
"Should I talk to my professors/try to finish the remaining coursework, or just file a Retroactive Cancellation?","['Education Level', 'Emotional State', 'Profession', 'Economic Status', 'Mental Health Status', 'Health Status', 'Past Self-Harm History']",7
Has anyone been in this situation and can provide advice on how to handle being in debt to a university due to a revoked scholarship because of FAFSA information issues?,['Economic Status'],1
How can I improve my grades and manage my anxiety while preparing to apply to law school?,"['Education Level', 'Emotional State']",2
How can I recover from my poor freshman year performance and ensure I keep my academic scholarship?,"['Education Level', 'Profession', 'Mental Health Status']",3
"What would you do if you were me? Should I listen to my parents or should I follow a passion instead, even if it's a risk?","['Emotional State', 'Education Level', 'Mental Health Status', 'Profession', 'Economic Status', 'Age', 'Marital Status', 'Gender', 'Health Status', 'Past Self-Harm History']",10
Should I take a gap year/semester or go to the tests and get an average grade or retake the courses for better grades?,"['Education Level', 'Emotional State', 'Economic Status']",3
Is a career in computer engineering an unrealistic goal if I haven't taken a math class since high school?,['Education Level'],1
Any SUNY schools with good online programs that I can look further into?,['Education Level'],1
Should I drop out of university to pursue freelancing contracts despite everyone advising against it?,"['Education Level', 'Emotional State', 'Economic Status', 'Profession', 'Mental Health Status', 'Health Status']",6
Any advice on how to tackle all this?,"['Age', 'Education Level', 'Profession', 'Economic Status', 'Mental Health Status', 'Emotional State', 'Health Status', 'Past Self-Harm History', 'Marital Status', 'Gender']",10
What should I say to the college admissions office to get them to understand my situation and how should I go about getting enrolled after being out of school for four years?,['Education Level'],1
Will my crappy freshman grades reflect poorly on me for the rest of my college life?,['Education Level'],1
"What can I do to manage my assignments and exams given my mental health challenges, especially since I can't get an extension?",['Education Level'],1
Would you work out a deal with the university and try to go back in the fall? Or would you pay it off incrementally and go to the community college until you get your associates and hope that it can transfer?,"['Education Level', 'Economic Status', 'Emotional State', 'Health Status']",4
Should I switch my major from electrical engineering to psychology?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Profession']",4
"Should I risk everything for my dream school, UCSB, despite financial constraints and lack of parental support, or choose a nearby school to live at home and save money but remain unhappy?","['Emotional State', 'Education Level', 'Economic Status']",3
How can I apply to college as an adult without having taken the SAT?,[],0
Am I too old to start an undergraduate program in the United States at 24?,['Education Level'],1
How can I manage a heavy credit load without being overwhelmed?,"['Economic Status', 'Emotional State']",2
Should I go to school full time or part time given my current situation?,"['Education Level', 'Economic Status', 'Emotional State']",3
Has anyone else taken a longer time to finish community college?,['Education Level'],1
"What are your thoughts on my perception of wanting to go to medical school? Based on what you heard would you advise against it? Also, am I too old or would the opportunity cost be too great at this age?","['Age', 'Education Level', 'Health Status']",3
What should I do about my brother who wants to postpone his graduation and about my own situation of being burned out and wanting to quit college?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Economic Status', 'Profession', 'Age', 'Health Status', 'Marital Status', 'Past Self-Harm History', 'Gender']",10
"How can I power through this diminishing drive and improve my prospects, and what in my environment needs to be changed to stop my GPA from lowering further?","['Education Level', 'Mental Health Status', 'Emotional State', 'Economic Status']",4
How can I manage my stress and health issues while maintaining my scholarship in college?,"['Education Level', 'Emotional State']",2
Any advice on how to pursue a biology degree while working full time and feeling discouraged by prerequisites?,"['Education Level', 'Emotional State', 'Economic Status']",3
Can someone please critique my SAP appeal letter?,"['Education Level', 'Emotional State', 'Age', 'Profession', 'Mental Health Status', 'Economic Status', 'Gender', 'Marital Status', 'Health Status', 'Past Self-Harm History']",10
What should I study in college given my interests and past experiences?,"['Education Level', 'Profession', 'Mental Health Status', 'Emotional State', 'Economic Status', 'Age', 'Gender', 'Marital Status', 'Health Status', 'Past Self-Harm History']",10
Does anyone else feel weird going 'home' after college?,"['Emotional State', 'Education Level']",2
"Which route should I take, trade school or college, to help me land a job quicker in the computer technology field?","['Education Level', 'Profession', 'Economic Status']",3
Would 22k in student loans be hard to pay off by just working a regular job?,"['Education Level', 'Economic Status', 'Profession']",3
"What are my options for re-enrolling in college and possibly attending a school out of state, given my poor transcript at a local community college?",['Education Level'],1
Is there any option for me to continue my education despite my past academic dismissal?,"['Education Level', 'Economic Status']",2
Do I sacrifice my financial stability for this internship?,"['Economic Status', 'Emotional State', 'Education Level', 'Profession', 'Marital Status', 'Age', 'Mental Health Status', 'Health Status', 'Past Self-Harm History', 'Gender']",10
"Is a 2-hour commute every day worth it for a year, or should I spend $1500-2400 for a studio in the city?","['Profession', 'Economic Status', 'Education Level', 'Mental Health Status', 'Emotional State', 'Marital Status', 'Health Status', 'Age', 'Past Self-Harm History', 'Gender']",10
Where do I go from here?,"['Age', 'Education Level', 'Profession', 'Economic Status', 'Emotional State', 'Mental Health Status', 'Health Status', 'Gender', 'Marital Status', 'Past Self-Harm History']",10
"Should I go back to architecture, or choose a new major?","['Education Level', 'Profession']",2
What should I do? Should I just focus on work or should I refocus on school?,"['Education Level', 'Profession', 'Economic Status', 'Emotional State', 'Marital Status', 'Mental Health Status', 'Age', 'Health Status', 'Past Self-Harm History']",9
Should I get an internship despite the challenges it may bring?,"['Education Level', 'Emotional State', 'Economic Status', 'Profession', 'Mental Health Status', 'Age', 'Health Status']",7
Are my chances of getting an internship for academic credit completely screwed with a low GPA?,[],0
How can I improve my GPA and manage my time better in college?,['Education Level'],1
How have you found ways to pay large/moderate bits of your loans?,"['Economic Status', 'Education Level', 'Profession']",3
"Is a major in Organizational Communications right for me, and what type of jobs could I land with it?","['Education Level', 'Profession']",2
"Would it be inappropriate to email my professor to express gratitude for his guidance, without mentioning my personal life details?",[],0
"How do you decide to go back to school, should I just go to a different school?","['Education Level', 'Emotional State', 'Economic Status', 'Profession', 'Age', 'Mental Health Status', 'Marital Status', 'Health Status', 'Gender', 'Past Self-Harm History']",10
Do universities remove classes where only 2 are registered?,['Education Level'],1
How do I get out of this mindset? What should I do?,"['Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Education Level']",4
What career options should I consider if I want to continue working with patients beyond Nursing?,[],0
How do mature students deal with feeling behind compared to their peers?,"['Education Level', 'Age', 'Emotional State']",3
Is this a dumb reason to transfer schools?,"['Emotional State', 'Education Level']",2
Should I go back to college even though my friend says it's not worth it?,"['Education Level', 'Economic Status']",2
What should I do about wanting to go to college while keeping my current job?,"['Education Level', 'Emotional State']",2
Do I have a good chance of making it back in as a student after being academically dismissed for a WF and a D in two classes?,"['Education Level', 'Mental Health Status', 'Emotional State', 'Age', 'Profession', 'Economic Status', 'Health Status']",7
What can I do to help combat these feelings of anxiety and inadequacy?,"['Mental Health Status', 'Emotional State']",2
Should I commute or live on campus for college?,"['Education Level', 'Economic Status', 'Profession', 'Age', 'Emotional State']",5
"What should I do -- drop out & go to a CC, or transfer, or stick it out?","['Education Level', 'Emotional State', 'Economic Status', 'Mental Health Status', 'Profession']",5
How do those of you who have higher GPAs that are hard to maintain manage to emotionally deal with it?,"['Education Level', 'Emotional State', 'Mental Health Status']",3
What advice can I give my mom about my brother's schooling situation and potential loss of scholarships?,"['Education Level', 'Emotional State', 'Economic Status', 'Profession', 'Age', 'Mental Health Status', 'Marital Status', 'Gender', 'Health Status', 'Past Self-Harm History']",10
"If I were to transfer to another 4 year college, will I be taken seriously? Should I just give up?","['Education Level', 'Emotional State', 'Profession', 'Age', 'Mental Health Status', 'Economic Status', 'Health Status', 'Marital Status', 'Gender', 'Past Self-Harm History']",10
Has anyone had similar experiences who could give some advice?,"['Emotional State', 'Education Level', 'Age', 'Mental Health Status', 'Profession', 'Gender', 'Economic Status', 'Marital Status', 'Health Status', 'Past Self-Harm History']",10
"Is it too late and if not, what age is considered 'too old to go to college parties?'",['Age'],1
Would I have more social opportunities in attending a university/community college or working a job like in retail?,"['Education Level', 'Age', 'Profession', 'Economic Status', 'Emotional State', 'Marital Status', 'Mental Health Status', 'Health Status']",8
Does anyone have any advice for my situation? Am I truly missing out? Did I choose the right thing?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Economic Status', 'Profession', 'Marital Status', 'Health Status', 'Age', 'Gender', 'Past Self-Harm History']",10
What can I do if I get suspended from college due to low grades?,"['Education Level', 'Emotional State', 'Economic Status', 'Profession', 'Age']",5
What would be the best way for me to graduate debt free?,"['Education Level', 'Economic Status', 'Profession']",3
How can I manage my fear of attending university and the potential debt if I have a nervous breakdown and drop out?,"['Education Level', 'Mental Health Status']",2
How should I choose a degree path that prepares me for a career in analytics or business?,"['Education Level', 'Profession', 'Economic Status']",3
How can I successfully appeal my academic dismissal from the University of North Carolina?,"['Education Level', 'Emotional State', 'Mental Health Status', 'Economic Status']",4
How quick can I do 60 credit hours?,"['Education Level', 'Age', 'Profession', 'Economic Status']",4
What do you think would be the best and most realistic scenario for me?,"['Age', 'Education Level', 'Economic Status', 'Emotional State', 'Profession', 'Mental Health Status', 'Marital Status', 'Health Status', 'Gender', 'Past Self-Harm History']",10
Does it matter what school you go to in terms of getting a better salary with an Actuarial Sciences degree?,"['Education Level', 'Profession']",2
Are there any scholarships or grants for late-in-life college students that aren’t dependent on being below the poverty line?,['Education Level'],1
"What should I do? Should I email him back to explain myself, put the work study on my resume, or include the work in my portfolio?","['Education Level', 'Profession', 'Mental Health Status', 'Emotional State', 'Economic Status', 'Age', 'Marital Status', 'Health Status', 'Gender', 'Past Self-Harm History']",10
What major should I choose if I like computers but also love being active?,"['Education Level', 'Profession', 'Age', 'Mental Health Status', 'Economic Status', 'Emotional State', 'Gender', 'Marital Status', 'Health Status', 'Past Self-Harm History']",10
Does anyone else feel more mature than other college students and have trouble enjoying being at college?,"['Age', 'Education Level', 'Emotional State']",3
What are the pros and cons of taking a traditional route to med school versus applying to a BS/MD program?,['Education Level'],1
What should I take with me for my internship relocation?,"['Education Level', 'Profession']",2
How can I transfer from a community college to a university given my financial aid challenges?,"['Education Level', 'Economic Status']",2
"Should I do nothing and fail, email and apologize that it's incomplete, or finish it and try to turn it in?",[],0
"How do I make a plan for returning to school, identify quality community colleges, and understand credit transfers given my academic record?",['Education Level'],1
What are the best options for getting an online degree that can accommodate an unpredictable schedule?,"['Education Level', 'Profession', 'Economic Status', 'Age']",4
How do I deal with a really bad semester?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Economic Status', 'Age', 'Profession', 'Health Status']",7
How should I appeal the decision if I am rejected from NYU?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Economic Status', 'Age', 'Profession', 'Gender', 'Marital Status', 'Health Status', 'Past Self-Harm History']",10
How can I deal with losing interest in my degree in my final year?,"['Education Level', 'Emotional State', 'Mental Health Status']",3
Any advice for working while in college?,['Education Level'],1
How can I realistically avoid being home except to sleep and still have time for myself while attending university?,"['Age', 'Education Level', 'Economic Status']",3
Should I transfer schools despite the financial challenges and starting over socially?,"['Education Level', 'Emotional State', 'Economic Status']",3
"What is it like to pursue a Networking and Cybersecurity major at FLCC, especially balancing it with full-time work?","['Education Level', 'Economic Status', 'Profession', 'Age', 'Mental Health Status', 'Emotional State', 'Marital Status', 'Health Status']",8
Where do I go from here after failing a required class and having my college admission rescinded?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Economic Status', 'Past Self-Harm History', 'Age', 'Profession', 'Marital Status', 'Gender']",9
What do I even do at this point?,"['Emotional State', 'Mental Health Status', 'Profession', 'Education Level', 'Economic Status', 'Age', 'Health Status', 'Past Self-Harm History', 'Marital Status', 'Gender']",10
Did you guys have separation anxiety when you started college?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Marital Status', 'Age']",5
"Can my boyfriend apply for new grants, including Pell Grants, to go back to community college after being on academic probation, and is there a way to check if he owes on his previous grants?","['Education Level', 'Economic Status', 'Profession', 'Age', 'Marital Status', 'Mental Health Status', 'Emotional State', 'Health Status', 'Gender', 'Past Self-Harm History']",10
"Are there types of schools that focus on the academics, keeping a bare bones approach to the fluff?",['Education Level'],1
Is it worth getting into wildlife biology or should I consider a different career path?,"['Education Level', 'Profession']",2
Anyone else like college much more than summer?,"['Education Level', 'Emotional State']",2
Should I finish my accounting degree or pursue programming instead?,"['Education Level', 'Profession']",2
Does anyone have any experience asking a college to increase the Need Based Grant they awarded you?,"['Education Level', 'Emotional State']",2
How can I manage feeling behind my peers and the loneliness it brings?,"['Emotional State', 'Education Level', 'Mental Health Status']",3
"Is there any way to get aid or grants, really any help so I wouldn't be in a pit of debt?","['Economic Status', 'Education Level', 'Profession', 'Health Status']",4
"How do you balance work, college, and life with hobbies?","['Education Level', 'Profession', 'Economic Status']",3
How do you juggle work and studying?,"['Education Level', 'Profession']",2
Has anyone else had similar experiences?,"['Emotional State', 'Mental Health Status', 'Education Level', 'Age', 'Gender', 'Profession', 'Health Status', 'Economic Status', 'Marital Status', 'Past Self-Harm History']",10
How should I deal with workplace interactions where I feel underestimated due to my educational background?,"['Education Level', 'Emotional State']",2
Do colleges have a strict policy relating to programs based on year name?,['Education Level'],1
What advice do others have for dealing with burnout and lack of motivation in education?,"['Education Level', 'Emotional State']",2
"Is it really that harder for me to get into a good grad school if I’ve completed my bachelor’s here? Also, do employers pay more attention to a candidate’s bachelor’s degree or master’s?",['Education Level'],1
How can I get an internship and make the best of my remaining time in college?,"['Education Level', 'Profession', 'Economic Status']",3
Should I drop from my management program and enroll in the digital marketing program instead?,"['Education Level', 'Emotional State', 'Profession', 'Economic Status', 'Mental Health Status', 'Past Self-Harm History']",6
Has anyone been in my shoes where you feel too old to go to college and have no clue what to study?,['Age'],1
"What may be my best route to go about becoming a physician while working full-time, and is online school a viable option to complete while working 40-56 hours a week?",['Education Level'],1
How do I stop from falling behind and get back on track with my college plans?,"['Education Level', 'Mental Health Status', 'Economic Status']",3
"Should I go back to school full time at 27, considering the risks of debt and losing insurance?","['Education Level', 'Economic Status']",2
Should I take a job where I have no interest or experience just to have a 'real job'?,"['Emotional State', 'Education Level', 'Economic Status', 'Profession', 'Mental Health Status', 'Age', 'Health Status', 'Marital Status', 'Past Self-Harm History']",9
What is the best combination of degrees after getting an A.A.S. in communications?,['Education Level'],1
Should I transfer to a good public school to finish my undergraduate degree in IT before turning 25 or stay at UAG and finish at 22?,"['Education Level', 'Age', 'Economic Status']",3
"What are the stipulations to getting my financial aid back, and can I apply to a community college while on academic probation?","['Economic Status', 'Education Level', 'Marital Status', 'Age', 'Profession', 'Mental Health Status', 'Emotional State', 'Health Status', 'Gender', 'Past Self-Harm History']",10
How should I proceed to get in-state tuition despite not having paid taxes in the state?,"['Education Level', 'Economic Status', 'Age']",3
Is it worth working this full-time job while taking a class or two each term until I finish my major or is it not worth it?,"['Education Level', 'Economic Status']",2
What can I write in my appeals form to explain my situation and possibly get my grades changed from F's to W's?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Economic Status']",4
How should we decide who gets the private bathroom in the apartment?,"['Age', 'Marital Status', 'Education Level', 'Economic Status', 'Emotional State', 'Gender', 'Profession', 'Health Status', 'Mental Health Status', 'Past Self-Harm History']",10
Is college hard?,"['Education Level', 'Profession', 'Mental Health Status', 'Emotional State']",4
How are you guys making it work as a single working parent enrolled in college?,"['Education Level', 'Economic Status', 'Marital Status', 'Profession', 'Emotional State', 'Mental Health Status', 'Age', 'Health Status', 'Gender', 'Past Self-Harm History']",10
Can I go to college if I'm 23 and have never taken the SAT/ACT?,['Education Level'],1
What steps should I take to continue my education after being academically dismissed from my university?,"['Education Level', 'Emotional State', 'Economic Status', 'Profession', 'Mental Health Status']",5
"Is it normal to have this many things go wrong in one's college career, and what should I do if I feel like I'm financially trapped and can't complete my degree?","['Economic Status', 'Education Level', 'Emotional State', 'Mental Health Status']",4
